PC1,PC2,PC3,PC4,Wood density,Root depth,Leaf N,Leaf P,Stem diameter,Bark thickness,Seed dry mass,Leaf K,Stomatal conduct.,Leaf thickness,Leaf density,Leaf Vcmax,Conduit diam.,Crown diameter,Crown height,Tree height,Leaf area,Specific leaf area
0.039955999517079434,-0.1093566217100311,-0.026861246265995044,0.14514851848504423,0.00363309437147029,-0.015913435503475293,-0.013713160183959183,4.628073555607032e-4,-0.020493568136542524,-0.01751676327060645,1,-0.039575258265592134,0.01218518824238903,0.010617617303315525,0.019845781536737866,-0.03955795494873018,0.010473351893298191,0.036888500381645324,0.04954836043837141,0.03599576948378269,0.02125149060418008,-0.011217366610197052
0.1697560993306908,0.5997924851375706,0.1774872790614336,-0.01643908932190175,0.060169056324833665,0.06436692983653744,0.1449254648358431,0.47483264117187857,-0.13658386212416765,0.030022362033757962,-0.039575258265592134,1,-0.04463416077996829,-0.20392242287809342,-0.17549157215618813,0.24169292870082162,0.0019038068067768663,-0.299751343392678,-0.31640708478300844,-0.24118235066979726,-0.1165156582151137,0.2431477840110316
0.31699022669656157,-0.09037250128864209,-0.5004141025923506,-0.33373138462435264,0.14452531400046578,-0.11788041622892419,0.03164789089174628,-0.06350778605223482,0.14712961611984884,0.22408115851338573,0.01218518824238903,-0.04463416077996829,1,0.08517832131970542,0.035399349969874414,0.22304812418383296,0.38279948743636844,0.18628159694740676,0.06858130670370852,0.17478308813126267,0.37364330079597086,-0.029793720464890403
-0.6120340043037112,-0.18991475996278884,-0.38763445138013514,-0.2418806603151915,0.09448851230232742,0.20288375524176686,-0.2554854360140459,-0.2559383416034297,0.2763360935590264,0.25775483342706873,0.010617617303315525,-0.20392242287809342,0.08517832131970542,1,0.14383365540141016,-0.2670028325168532,0.015304306872725024,-0.07338837992477108,0.0369866739304295,-0.08255389530548775,-0.12727442575217163,-0.7020256190585158
-0.22509192576089873,-0.09942572209767157,-0.45180340937694397,0.4287416879352469,0.25876419778053245,0.05362338863835147,-0.16647341530413828,-0.18056466615431696,-0.05357755107573919,0.21809730912156267,0.019845781536737866,-0.17549157215618813,0.035399349969874414,0.14383365540141016,1,-0.012707842696158824,0.09633057214800639,0.024597342437225705,-0.01825505993875037,-0.06828109635283142,0.07009012568568997,-0.3558653291625534
0.34749323340077504,0.5035455055031216,-0.28429951137808573,-0.0749054422084027,0.0964486188542025,0.16805752938961793,0.04475089064229147,0.22670266245548265,-0.05165009518765854,0.32973324930667336,-0.03955795494873018,0.24169292870082162,0.22304812418383296,-0.2670028325168532,-0.012707842696158824,1,0.3668015918678532,-0.15370035500488652,-0.3267241014208589,-0.21608319532774659,0.247527552442309,0.23070423331191778
0.37975163063456235,0.029560452281831715,-0.4983635575958262,-0.19100639457146232,0.0786038980844433,0.018108259537050933,0.013780739406525003,0.0018927394022945911,0.054791804642019555,0.36095737138771444,0.010473351893298191,0.0019038068067768663,0.38279948743636844,0.015304306872725024,0.09633057214800639,0.3668015918678532,1,0.18313212426271308,-0.028994297101890294,0.08545337020655486,0.5519328158765282,-0.010179391517899691
0.4136868616366213,-0.7141606328530103,-0.015929330584490684,-0.21903950651565773,-0.11080715877674112,-0.415523357001132,0.11186378473602296,-0.17920151118842884,0.11404792691932715,-0.1673631898260937,0.036888500381645324,-0.299751343392678,0.18628159694740676,-0.07338837992477108,0.024597342437225705,-0.15370035500488652,0.18313212426271308,1,0.6669558870146137,0.5906018387447045,0.4219058531671838,0.11648095982602859
0.1635071189526032,-0.7485183800688237,0.05420665435804944,-0.27386441932642125,-0.08166163146966768,-0.3143710199816603,0.11578024880656138,-0.1457467505034697,0.23613336918113909,-0.21928990522478925,0.04954836043837141,-0.31640708478300844,0.06858130670370852,0.0369866739304295,-0.01825505993875037,-0.3267241014208589,-0.028994297101890294,0.6669558870146137,1,0.4926944505327851,0.1553782782454291,-0.011322534461217648
0.36022274053702896,-0.6565027637081088,0.1252174900765018,-0.18561839184938358,-0.1506248485516896,-0.365169647293316,0.09034127259674433,-0.150541744140315,0.02374774578917125,-0.21774195060079385,0.03599576948378269,-0.24118235066979726,0.17478308813126267,-0.08255389530548775,-0.06828109635283142,-0.21608319532774659,0.08545337020655486,0.5906018387447045,0.4926944505327851,1,0.24444005096518215,0.1336861078269015
0.5608461156829454,-0.20060872259601603,-0.35119381287743073,-0.17544357883316086,0.008396025668995527,-0.25534084122953593,0.03438966296458807,-0.08998542085002796,0.06375429800426594,0.15559052994476716,0.02125149060418008,-0.1165156582151137,0.37364330079597086,-0.12727442575217163,0.07009012568568997,0.247527552442309,0.5519328158765282,0.4219058531671838,0.1553782782454291,0.24444005096518215,1,0.13951053058888763
0.6732075737579609,0.17215359874733457,0.4697882580258587,0.03958502267126786,-0.13802063835773312,-0.252803174869573,0.3304907170674457,0.27998551060966465,-0.21367903345439454,-0.2568510139028898,-0.011217366610197052,0.2431477840110316,-0.029793720464890403,-0.7020256190585158,-0.3558653291625534,0.23070423331191778,-0.010179391517899691,0.11648095982602859,-0.011322534461217648,0.1336861078269015,0.13951053058888763,1
